review,sentiment
"Beginning with its long opening shot of seemingly endless rows of assembly line workers in a Chinese factory, Manufactured Landscapes attempts to show the devastating impact of industrialization on the natural environment and traditional societies. Its droning narrative assumes that industrial development in China and elsewhere is entirely unprecedented, as if there had never been an industrial revolution in Europe and America and Karl Marx had never visited the British Museum. That there might be a connection between the present-day Asian drive for industrialization and wealth and earlier experiences of starvation and terror is never mentioned.<br /><br />At the same time, there's an effort to present Edward Burtynsky's photographs of industrial waste as somehow ""beautiful"". Much of the film is a slide show of these images. They are well produced, of museum size, and have apparently appeared in several exhibitions. To me, however, they only demonstrate that almost any photograph can be made to appear beautiful if well presented. Industrial waste is still industrial waste. The relationship, if any, between the photographs and the film's spoken message remains unclear.<br /><br />I don't mean to imply that there aren't real and sometimes desperate problems when countries rush to industrialize. Manufactured Landscapes, however, offers only strange and bitter hopelessness. It's like a two-hour lecture by Noam Chomsky. Maybe it has some value as a demonstration of what's wrong with the American (and Canadian) Left.",negative
"One of the worst movies ever made. Let's start with the superficial: Joaquin Phoenix is, first of all, too fat to be a rookie fireman. The NYFD does not recruit Pillsbury dough boys. John Travolta has a bad dye job, and the strange gleam in his eye throughout the movie made me think that he was on some sort of extended Scientology bender. The plot hits on all the tropes and clichés of what the average Joe believes life as a firefighter is really like: they all get drunk, get into fights, have a hard time expressing their emotions, their wives all stay at home crying, they all have father issues, everyone has a Boston accent, et cetera. An execrable piece of schwarmerei that plays on our lingering cultural hero worship of firefighters after 9-11 -- which was, by the way, valid cultural hero worship. This film unfortunately presents no believable heroes to worship.",negative
"Good: Engaging cinematic firefights, great presentation, vehicles are actually fun to drive, fairly appealing multiplayer, faithful to the movie, and the list goes on.<br /><br />Bad: Main missions are a bit short.<br /><br />This game defines what a ""good"" third person shooter(not necessarily a spy-game) is. Great firefights carry on the story and make you want to complete EVERY single mission through, and unlock all the genuine bonuses the game has to offer. The hype this game had, was lived up to, and I personally think you should buy it, and hook up with a couple of friends and play this one. Loads of fun. <br /><br />The sound in this game, is a rip-roaring achievement from a few previous bond games, and firing a weapon, really feels like you're firing a weapon. It ties in with the aspect that you are a deadly and ruthless spy.<br /><br />All in all, this game makes you excited and satisfied after you make it through, and some multiplayer that can compete with the standards of the crafty James Bond ""Nightfire"" game for gamecube.",positive
"_Waterdance_ explores a wide variety of aspects of the life of the spinally injured artfully. From the petty torments of faulty fluorescent lights flashing overhead to sexuality, masculinity and depression, the experience of disability is laid open.<br /><br />The diversity of the central characters themselves underscores the complexity of the material examined - Joel, the writer, Raymond, the black man with a murky past, and Bloss, the racist biker. At first, these men are united by nothing other than the nature of their injuries, but retain their competitive spirit. Over time, shared experience, both good and bad, brings them together as friends to support one another.<br /><br />Most obvious of the transformations is that experienced by Joel, who initially distances himself from his fellow patients with sunglasses, headphones and curtains. As he comes to accept the changes that disablement has made to his life, Joel discards these props and begins to involve himself in the struggles of the men with whom he shares the ward.<br /><br />The dance referred to in the title is a reference to this daily struggle to keep one's head above water; to give up the dance is to reject life. _Waterdance_ is a moving and powerful film on many levels, and I do not hesitate to recommend it.",positive
"The story was well plotted and interesting by itself. However, it is difficult for me to write the review of this film without spoiling you. To avoid that, I am not going to talking the story here.<br /><br />I regard this film as a good adaption of Sarah Water's book, as compared with the previous one ""Tipping the velvet"". I read the book first and then watched the DVD later. The film did retain most of spirits of the main characters in the book. Of course, due to the time limitation, the film in the last 30 min seemed to be in a rush to cover the part III of the book. Therefore, it couldn't illustrate well the scene when they all met in the the kitchen of Mr. Ibbs's place and those after that (even the book seemed to me to be a rush on that kitchen scene). Despite that, the film actually did a good job in representing the story. It really worth watching. It's still unclear when BBC-America can broadcast this film. That's pity.<br /><br />PS: noticed that the ages of Maud and Sue were set to be 20-21 instead of 17-18 in the book; the latter is more reasonable while the former is more close to the ages of actresses.",positive
"I'll be honest. I got this movie so I could make fun of it. I mean, come on, ""Hood of the Living Dead""? What other reaction could I have? The thing is, though, the movie (and its makers) decided that it wasn't going to be made fun of. Instead, it was going to try its best to be a good movie.<br /><br />And you know what? It came awfully close. A little less cheese in the incidental music, a little more professionalism in the photography, the acting, the incidentals (like the props--love the Best Buy bag)...well, it's not a classic of the zombie movie genre, but it's still a pretty neat little movie on its own. And the acting, writing and pacing are all surprisingly better than I would have expected. There's even some decent humor, as two of our leads debate how to decide if a dead zombie is really dead.<br /><br />If you can overlook the low budget (which leaves its fingerprints in everything, alas) and the almost constant profanity, this can be a pretty fun time at the movies. No, it ain't great. Yes, it could have been better. But the makers, the actors, the crew, they all tried to make a good film (instead of a camp classic) and that counts for a lot. The line of campy zombie films is a mile long, and thank you, guys, for not adding to it.<br /><br />Kudos to the Quiroz brothers. I'd love to see what they do next. And hey, somebody, give them a budget!",positive
"I remember hearing about this movie and how it played at nearly every drive-in theatre here in Toronto. It's about a group of girls that are not accepted by the other sororities at their college, so they start up their own, and of course call it H.O.T.S. It's a fun movie, that is just bursting with drive-in nostalgia! Lots of fully endowed t-shirts, vans, fighting, and a football game showdown like no other! It's been compared to ""Animal House"", which is a good movie in it's own right, but to me nothing compares to H.O.T.S. It has it's own brand of fun & character. If you are looking for a classic T n'A movie, look no further because the H.O.T.S. girls are to the rescue, boom-boom shorts & all!",positive
"While this is a faithful adaptation, it is much less exciting than Greene's novel. Also, it's a bit ridiculous when people say things to Boyer like, ""You're Spanish, aren't you?""<br /><br />Still, the movie's not at all bad, just slow-moving.<br /><br />",positive
"Really, I liked it. The premise was good, the story fit where both respective series left off, and here's my favorite part. Mary and Valerie aren't bitter! They aren't like others who become synonymous with a certain series and then refuse to talk about it, or do possible reunions (A prime example is Susan Dey, ""The Partridge Family""). In fact, Valerie was saying that she'd be thrilled to do another movie, and then Mary said the same thing later, so I would be on the look for another...but if that doesn't quite work out, then they can re-run this one.",positive
"What exactly do people expect when they watch an Al Adamson film? Are they expecting classic cinema that is wonderful beyond belief and will leave them with lasting memories? You'd think so by some of the reviews. Al Adamson's films are trashy and sleazy and cheesy, not much more, so if you go into them knowing that already it helps, and they aren't necessarily to be taken at face value, especially when they have so much unintentional entertainment value. First off, this starts by ripping off the end theme music from Outer Limits, so you know things are looking promising. This is the story of some wacko cult that lives in the hills and while trying to raise a dead body, the leader suffers a heart attack and ends up in the hospital. Of course Nurse Sherri tends to his needs and all, and when an operation is needed she just happens to be hanging out in the operating room when the guy passes on so his spirit invades her. And Nurse Sherri begins to change. No longer the nice nurse, she develops a taste for blood and sharp objects. There's a couple little side stories going on like folks trying to burn the body of the dead cult leader and a blinded football star that has become the love object of one of Sherri's co-workers who also just happens to dabble in voodoo. This is not bad if you're a cult film fan, but it may be bad if you're a ""Spiderman"" fan because you won't like it. At times this actually lurches towards ""respectability"" (for Adamson, anyway) but then it ""unredeems: itself with some ridiculous event. If you enjoy Adamson's films and similar trash you may well like this, for anyone else who may be looking for a lost treasure, keep digging. 7 out of 10.",positive
"This film is about two horse traders who agree to escort a small group of Mormons across the desert. Along the way, they encounter a murderous family of thugs who menace the peaceful folks and put their pilgrimage in jeopardy.<br /><br />WAGON MASTER is what I would term a ""little"" John Ford film, as it obviously did not have the budget or scope of some of his other Westerns. In particular, this film lacks the big-name stars like John Wayne but allows some of the usual supporting characters to take center stage. Long-time Ford stock character actors Ben Johnson, Harry Carey, Jr. and Ward Bond have been elevated to starring roles and perhaps the one who came of as ""the"" lead was probably Johnson--though the other two got nearly as much screen time and focus. This is not a bad thing, as the film worked just fine without the big star--and is well worth seeing.<br /><br />Now this isn't to say I loved the movie. It was very good but certainly not perfect. In particular, as far as the music goes, you'll probably either love it or hate it. I found the Sons of the Pioneers' music a bit schmaltzy at times. It did evoke a nice mood, but seemed to occasionally dominate the scenes. I think a little would have worked much better. Plus, with their incessant singing in the background, I kept expecting Roy Rogers to pop out at any moment. Another minor problem is that the plot was amazingly simple and the ending was pretty much a foregone conclusion.<br /><br />However, and I am glad to say there is a 'however', despite this being rather formulaic and sentimental, the film still worked well. This was primarily due to John Ford's nice, as usual, direction as well as Ben Johnson's exceptional performance. He was able to provide an excellent anchor for the film. Another plus for me is that I saw this in the same week as BRIGHAM YOUNG, another film about the Mormon migration. While BRIGHAM YOUNG was a bit silly and overly ""saintly"" in its portrayals, here the Mormons were less ""perfect"" and more like real people--with foibles and personalities. Oh, and speaking of BRIGHAM YOUNG, it seems as if Jane Darwell was the 'go to' girl for Mormon-themed films during this era, as she was a major supporting character in both films. Considering that she died in BRIGHAM YOUNG and it was set about 20 years before WAGON MASTER, this is some stunt!<br /><br />Also, if you'd like to catch a glimpse of the famous Jim Thorpe, he's in a tiny role where he plays the impassive Indian dancing next to Jane Darwell around the camp fire.",positive
"This movie is about Tyrannus, a gladiator who is brought back from the dead to summon Tyrannus, a gladiator who must be brought back from the dead. Tyrannus, we learn after about an hour, is also called Demonicus. This adds much needed depth to the screenplay and calls into question our assumptions about identity, psychology and ourselves. <br /><br />The spirit of Tyrannus accomplishes his little to-do list (killing some people and saying repetitive phrases in Latin) by possessing the body of a college guy. He uses a magic mind-control helmet to do this, which the college boy willingly puts on his head, and then at several points in the movie, takes off and puts back on.<br /><br />Maria performs oral sex on a poor man's Sean Willian Scott, and Tyrannus wears the Rollerball glove. Tyrannus has his own green backlighting for no reason, and has apparently been sitting next to CG fire in an ancient concrete tunnel for centuries like this. Utter misfortune.<br /><br />This movie is empty and will hurt you. See it.",negative
"This is one of the best films ever made. It is a realistic depiction of rural ranching life which was a big part of American History. The setting is 1906 Wyoming where life had not changed much since the previous century. The film keeps your interest without the added Hollywood myths. The whole family can see this movie and be intrigued about how life was like in America when it was mostly a rural nation. With this film, you will escape the present and witness the daily life of 100 years ago. In a beautiful, scenic environment you will see the hard physical work that was required to survive, as well as the constant worries and concerns of the elements and the market pressures that will make a difference between success or failure. See this movie and experience life as it was for most of our nation's history. This film is worth your time to see. My only question is - why aren't there more films like this one?",positive
How is it possible that a movie this bad can be made. Bad acting. Bad script. Just an embarrassment all around. This is just one bad cliché after another.<br /><br />This movie actually has some big name stars in it. Unfortunately they're singers and not actors.<br /><br />This movie made hardly any money for a good reason. The appeal of black cowboy movies just isn't there. It's a shame they didn't have a good story to tell. <br /><br />This movie actually has some big name stars in it. Unfortunately they're singers and not actors.<br /><br />This movie made hardly any money for a good reason. The appeal of black cowboy movies just isn't there. It's a shame they didn't have a good story to tell.,negative
"I saw this film in a London cinema in 1975 and have not seen it since. I found it hilarious. I loved it's originality. It's rare that someone MAKES a movie like this - and it's sad too.<br /><br />What I mean is, I once read a book called ""The Black Hotel"" - and as a film-fan, I always ""picture"" books as films. Kinda ""adapt"" them, you know? But as I read it, I thought, well, this would make a great movie - but of course it would have to be ""adapted"" - to the point where it would bear little relationship to the book.<br /><br />But then I thought, well WHY? Sure, it could never be shown on Sunday afternoon TV, but provided it were shown in cinemas to ADULTS, who knew what it contained, where's the HARM? Dammit, my civil liberties were being crushed here. A director SHOULD be able to make a literal film adaptation of ""The Black Hotel"".<br /><br />In an ideal World, censorship of films for adults should not EXIST. But sadly, whilst I accept that with INTELLIGENT adults, such freedom might be harmless, there would always be those who would lack the rationality to differentiate between fantasy and reality, and who might be spurred on to commit foul deeds.<br /><br />However, it's hard to see how ""La Bete"" falls into that category.<br /><br />On it's appearance in England, the British censor dismissed it out of hand. Despite the '69 relaxation on nudity, given the film's theoretical theme of bestiality, had the censor passed ANY of it, he'd have been looking for a new job on Monday.<br /><br />BUT... in those days, there was an alternative. The G.L.C. This was a local town council with a department who had the power to pass a film just for London, where it was deemed audiences were more ""sopisticated"" than those who lived out in the sticks.<br /><br />The film was duly submitted and PASSED. However, it later emerged that the ""board"" consisted of just four people - three who voted, plus a ""chairman"". And on the day, one of the voters was off sick. Thus the remaining two voters and the chairman sat down to view ""La Bete"".<br /><br />One of said voters thought, like me, that the film was hilarious and hardly likely to encourage foul deeds by ANYONE. The other lacked imagination and simply thought the piece disgusting. And the chairman didn't understand it, so decided to err on the side of FREEDOM.<br /><br />When the missing voter finally saw the film, they too thought it disgusting, but it was TOO LATE! The film had received its ""X-London"" certificate and opened to mixed reaction. The G.L.C. film censorship board was disbanded soon after! Thus ""La Bete"" only opened in London by what could best be termed a FLUKE! But I'm glad it was. It's GREAT! If you haven't seen it, DO so. It's a FANTASY, and as such, it's far less disturbing than most things you see on the news these days...",positive
"This is an ""odysessy through time"" via computer animation, supposedly th work of over 300 artists. Made in the late '80s and released in 1990, this was cutting edge stuff for the day. I thought it was good and quite interesting in spots.<br /><br />Most of the short scenes made no sense, just forms evolving into other forms, but that was fun to watch. This is all about visuals, not really about any kind of a story. There were some strange sequences in which odd-looking men- creatures would dance around with birds overheard. All of it is computer animated which was new back then. Even the term ""computer animated"" was not well-known.<br /><br />It's simply a chance to show off this new technology in short bits of cartoon-like happenings with beautiful colors and imaginative scenes. No words, just pictures with electronic music. Stoners must have really loved this.<br /><br />It's a nice, intriguing 40 minutes of ""eye candy"" and ""head candy."" By today's CG effects this may have lost impact, but I think you'd still be entertained by this.",positive
"This is probably one of the worst ""wanna be a low budget hit films"" to credit the dinosaur genre. The film is so predictable you could go away, cook yourself dinner, go answer the phone or whatever and when you're back you'll know exactly what has happened. The special effects are so poor you would have thought Lego bricks were used and the ""super fast"" dinosaurs were so tame that it makes a pet dog look like a super predator. The acting is over cooked. They try so hard, yet there just isn't enough character behind them to get into the characters and as for the scientist... Yeah okay we know exactly whats going to happen to the blonde chick in glasses. Stereotypical was created for films like this. If you want to watch this film, I suggest you aren't in as a serious mood as the cast and crew obviously were. And if you are really really into dinosaurs and know everything in the world about them, don't watch it, you might break the screen - the facts are that far off.",negative
"This movie is just great... It starts out real slow and boring but as the movie progresses.....well the fun keeps on coming. The power of the movie is perhaps in it's subtle references to a lot (and I mean a lot) of other movies. For me the best part was perhaps the Bruce Lee/Crouching Tiger, Hidden Dragon scene. How the two actors switches from French to Chinese or whatever Asian language it was, it was awesome. Then the jokes with the names, they are hilarious but perhaps you won't understand all of them when your an American (no offense). Overall a great movie",positive
"*****Classic ****Excellent ***Good **Fair *Tragic<br /><br />Review:<br /><br />Oldboy is not for everyone. It's pervasive violence, its live octopus eating and it's unimaginary story.<br /><br />The film focuses around a man who's been kidnapped and is imprisoned for 15 years, Oh Dae-Su is released, only to find that he must find his captor in 5 days. Now the story though may seem gripping to start with but once watching this bloated and un-original blood fest it develops into a mash of bitter blood and a forceful film.<br /><br />It's directing is on par of average and by no means the standards of what a South Korean thriller should be. Oldboys acting scenes are paralleled with dull humour and a poorly writtern script.<br /><br />Oldboy is occasionlly presented with thin straw performances that one could only feel shameful about.<br /><br />Verdict:<br /><br />Not for everyone but it's scope and vision isn't clear enough to see further than the grey abyss of fog.<br /><br />*Tragic",negative
"This is one of the worst movies i have seen to date, the best part was Christian J. Meoli ""Leonard"" attempting to act jumping up and down outside the bar, kind-of like i wanted to do on the DVD, to spare the rest of humanity the agony of watching this shitty film. It has a great cast so you keep watching waiting for it to get good, i mean with Sean Astin ""Andrew"" (played his part perfectly, did a great job, too bad it was in this film), Kyra Sedgwick ""Bevan"", Ron Livingston ""Chad"", Renée Zellweger ""Poet"" (they put her name on the cover she has a total of 1 line and less then 4 seconds in the whole movie...<br /><br />If the cast had any dignity, they would go out and buy all the copies of this film and burn them along with Writer / Director George Hickenlooper and Writer John Enbom",negative
"Every motion picture Bette Davis stars in is worth experiencing. Before Davis co-stars with Leslie Howard in ""Of Human Bondage,"" she'd been in over a score of movies. Legend has it that Davis was 'robbed' of a 1935 Oscar for her performance as a cockney-speaking waitress, unwed mother & manipulative boyfriend-user, Mildred Rogers. The story goes that the AFI consoled Davis by awarding her 1st Oscar for playing Joyce Heath in ""Dangerous."" I imagine Davis' fans of ""Of Human Bondage"" who agree with the Oscar-robbing legend are going to have at my critique's contrast of the 1934 film for which the AFI didn't award her performance & the 1936 film ""Dangerous,"" performance for which she received her 1st Oscar in 1937.<br /><br />I've tried to view all of Bette Davis' motion pictures, TV interviews, videos, advertisements for WWII & TV performances in popular series. In hindsight, it is easy to recognize why this film, ""Of Human Bondage,"" gave Davis the opportunity to be nominated for her performance. She was only 25yo when the film was completed & just about to reach Hollywood's red carpet. The public began to notice Bette Davis as a star because of her performance in ""Of Human Bondage."" That is what makes it her legendary performance. But, RKO saw her greatness in ""The Man Who Played God,"" & borrowed her from Warners to play Rogers.<br /><br />I'm going to go with the AFI, in hindsight, some 41 years after their astute decision to award Davis her 1st Best Actress Oscar for ""Dangerous,"" 2 years later. By doing so, the AFI may have been instrumental in bringing out the very best in one of Hollywood's most talented 20th century actors. Because, from ""Of Human Bondage,"" onward, Davis knew for certain that she had to reach deep inside of herself to find the performances that earned her the golden statue. Doubtless, she deserved more than 2 Oscars; perhaps as many as 6.<br /><br />""Dangerous"" provides an exemplary contrast in Davis' depth of acting characterization. For, it's in ""Dangerous"" (1936) that she becomes the greatest actor of the 20th century. Davis is so good as Joyce Heath, she's dead-center on the red carpet. Whereas in ""Of Human Bondage,"" Davis is right off the edge, still on the sidewalk & ready to take off on the rest of her 60 year acting career.<br /><br />Perhaps by not awarding her that legendary Oscar in 1935, instead of a star being born, an actor was given incentive to reach beyond stardom into her soul for the gifted actor's greatest work.<br /><br />It is well known that her contemporary peer adversary was Joan Crawford; a star whose performances still don't measure up to Davis'. Even Anna Nicole Smith was a 'star'. Howard Stern is a radio host 'star', too. Lots of people on stage & the silver screen are stars. Few became great actors. The key difference between them is something that Bette Davis could sense: the difference between the desire to do great acting or to become star-struck.<br /><br />Try comparing these two movies as I have, viewing one right after the other. Maybe you'll recognize what the AFI & I did. Davis was on the verge of becoming one of the greatest actors of the 20th century at 25yo & achieved her goal by the time she was 27. She spent her next 50 plus years setting the bar so high that it has not been reached . . . yet.<br /><br />Had the AFI sent her the message that she'd arrived in ""Of Human Bondage,"" Davis' life history as a great actor may have been led into star-struck-dom, instead.",positive
"It took me a while to find this movie since they don't have it yet on DVD (and my VCR is not worth hooking up again). I guess all the referencing to drug use is too much for some folks. But I found a decent bootleg on Ebay and I must say that anyone who takes this movie too seriously is just retarded. It is a slap stick spoof in the vein of ""Airplane."" I must say that when I watched it on Showtime or Spotlight growing up in the 80s, I enjoyed the humor a whole lot more then, than I do now. But it's definitely worth watching just to see what they(i.e., movie makers) were able to get away with before the ""Just Say No"" hypocrites unleashed their propaganda. sing...""We are all on drugs"" hahaha It's a silly film and worth the $10 I paid off of Ebay to get it on DVD just don't even think about comparing it to the original - that's just plain stupid. What are you high?",positive
"I'm not sure whether i like this film or not. I think it is creepy and completely weird.Crispin Glover as always gave a great performance as Layne. I think his performance was really good and one of his best, but i don't like the character at all. Keanu Reeves performance was really good, and i truly felt for his character. Over all i think the whole cast gave great performances as felt like the characters were real. I disliked some, but genuinely felt sorry for others (Keanu Reeves). I would like to know if that was the original ending that the film was supposed to have as it didn't end how i expected it to. I was disappointed in the ending and i don't feel that it did the rest of the film justice. If you are into creepy, weird and really well different movies, go for this one. If you like things that are normal, please stay away.",positive
"A never ending frenzy of clever visual ironies does not necessarily create an engaging film. The ""Blonde Wig"" half of the movie never took off perhaps due to too much self-indulgence by its makers.<br /><br /> The Wong Faye half (featuring a very playful, if Karen Carpenter looking, Faye Wong) holds much more appeal. All the ingredients are there, however, the girl-meets-boy story element takes a back seat to artsy cleverness. Character development is uneven. Emotion is missing.<br /><br /> For music lovers, Wong Faye's ""Mung Jung Yun"" (Cantonese version of the Cranberry's smash hit ""Dreams"") is used effectively in Chungking Express. Faye Wong also recorded a Mandarin language version called ""Zhen Tuo."" Both are on CD, although only ""Mung Jung Yun"" is found on the official movie soundtrack CD.",negative
"The characters are cliched and predictable, with everyone being either snow-white pure or wholly evil. The acting is too stilted for it to be bad in an amusing, over-the-top way. It's doubly disappointing if you're a Bette Davis fan, because her character is not a typically fun Bette-Davis-type character; she just gets to frown pensively a lot.<br /><br />On the whole, neither my wife nor I found the movie to be interesting, moving or enjoyable at all.",negative
"After the SuperFriends and Scooby Doo left the Saturday morning airwaves in the fall of 1986, I pretty much stopped watching Saturday morning cartoons at that point since those were the only two that kept me tuning in. And since neither the Real Ghostbusters nor the Flintstone Kids seemed very promising to me, I ""retired"" and started sleeping in on Saturday mornings. I only returned to Saturday morning TV in 1988 for that one year only for one and only one animated show. <br /><br />A new animated show of Superman was something I was not going to pass up. I was 17 and in high school at the time, but so what! I loved this show. From what I can recall, this series was a gift to fans I suppose in celebration of Superman's 50th birthday that particular year. It had the theme music and the music style reminiscent of John Williams movie score from the Richard Donner/Christopher Reeve Superman movies. I honestly felt that the animation style Ruby Spears did was reminiscent of the Super Powers Team: Galactic Guardians series by Hanna Barbera a few years before. Sadly, Danny Dark was not back as Superman, but I felt Beau Weaver did a very impressive job as the voice of Superman and his Clark Kent was nerdy like the Chris Reeve version. After hearing him as Reed Richards/Mr. Fantastic on the 90's Fantastic Four, I could still see this version of Superman in my mind. Ginny McSwain as Lois Lane. LOL! What a rhyme. She was a voice director for Hanna Barbera and Ruby Spears and I guess she took it upon herself to do Lois. Memories of the SuperFriends lingered in this series when it came to the voice over cast. Jimmy Olsen is Mark Taylor, who on the SuperFriends was formerly Firestorm. Perry White is none other than former Batman TV writer Stanley Ralph Ross, who on SuperFriends was Gorilla Grodd and Brainiac in the Super Powers shows. And Lex Luthor, now a wise cracking billionaire tycoon is none other than SuperFriends voice alum, Michael Bell, whom I know best as Zan and the Riddler as well as many other characters on many other series. <br /><br />I felt this series was a combination of the movie Superman along with the post crisis John Byrne re envision of Superman, with Lex Luthor as a billionaire tycoon, Jonathan and Martha Kent being alive to see Clark as Superman. The Bruce Timm series and Lois and Clark would also do this. Unfortunately, we never saw Brainiac, Bizarro, Toyman, Metallo, or Darkseid. Other than Luthor, we saw only the Prankster and we did see General Zod. I especially enjoyed that one episode with Wonder Woman, who was voiced over by BJ Ward who played her on the Super Powers Team as well. <br /><br />The episodes were smashing and I also enjoyed Clark's growing and development stories from infancy to childhood to adolescence to an adult moving to Metropolis in the short little segment, Superman's Family Album. <br /><br />The only two things I didn't like. It only lasted one season. And after Wonder Woman's guest spot, I was hoping Batman would turn up voiced over by Adam West (Still thinking about the Super Powers Team episodes I guess). I also hoped for it because on the Prankster episode, the Metropolis baseball team was pitted against the Gotham Goliaths. <br /><br />Every popular Super Hero has one cartoon series that is ultra rare. For SpiderMan, I feel it's the 1981 solo series that aired the same time as Amazing Friends. For the Incredible Hulk, it's the 1982 cartoon. For the Fantastic Four, it's the 1978 series with HERBIE the Robot. For Batman, it's the New Adventures of Batman 1977 by Filmation featuring BatMite. But for Superman, the rarest series is this one. <br /><br />Superman books and documentaries never cover or mention it. This is another series that WB should consider for DVD release. All in all, this 1988 version of Superman is well....Super!!",positive
"How sad it is when a film as wonderful as ""Jurassic Park"" slowly nosedives into hackneyed and mediocre territory throughout its franchise. The newest sequel, Jurassic Park III, has given no thought to characters, a story, or pretty much a script, and instead relies on non-stop dinosaur action, which is neither thrilling nor very interesting to watch. The dinosaurs seemed to look incredibly fake compared to the 1993 technology, after 7 years of CGI advancements, it only gives you more of the feeling that the film was pumped out for the summer relying only on its name. The introduction of a pterodactyl does not a great movie make.<br /><br />Go see ""Shrek"" again.<br /><br />",negative
"This wonderful film is a love story, and shows that not all relationships are destined to last. Even so they can be great & worth the pain & suffering of breakup.<br /><br />Director Pieter Verhoeff gives us an insight of the period around 1900, the way society (mis)treats women, and how a very strong woman (Nynke) deals with. With great costumes, landscapes, lovely music and good actors and acting this photoplay draws you in for the length of the movie.<br /><br />At first the ending is a bit sudden, a page describing the rest of her life scrolls. On reflection this is a great (the best) way to have your own fantasy create the rest of her life.<br /><br /> This was the second movie for me that had people sit while the end titles scrolled by (The first being Schindler's List). Apparently the movie had this effect on everybody.",positive
"Almost the entire film takes place in a public bathhouse in China. There are no fancy sets, explosion or glamorous people--only fine writing, acting and direction (Hollywood, take note!).<br /><br />An estranged son returns home when he believes his father is dying. He is surprised to see that Dad looks fine and is going about running the family business as usual. In fact, he notices that his father and his retarded brother have really forged a close and caring relationship and it soon becomes obvious that he is out of the loop! Dad is very traditional and this visiting son is from the big city and doesn't really see the value of the old bathhouse. How their relationship changes and where the plot goes from there is exceptional and believable.<br /><br />I was happy to see that not every Chinese movie is an action picture (such as those starring Jet Li or Crouching Tiger, Hidden Dragon), as I don't particularly care for these frenetic films. The Shower as well as Springtime In A Small Town are two wonderful examples of good Chinese films about PEOPLE!",positive
"I saw this film when it was released to theaters. It's definitely one to remember, I had forgotten the title until recently. A friend found it via online search.<br /><br />One Dark Night is rather unusual for the suspense/horror genre of the time in that it contains no blood. It is of the teen fright variety yet the teens are respectable in their own ways. It's a nice, old-school film with props and scenes that reflect the times. Our hero rides a motorcycle with no brain bucket, for example.<br /><br />As has been mentioned by previous reviewers, One Dark Night is currently available on DVD. The original negative was not available for the DVD transition. Some reel changes are a bit rough but this doesn't take away from the story. That being said, the colors are vibrant and the lighting is very good.<br /><br />Adam West plays a rather smallish part in this film as RayMar's son-in-law. His role as an overbearing and indifferent husband is thankfully short.<br /><br />The story builds over the course of the film. Unlike many horror films of the era, One Dark Night is a great suspense story that gives the viewer time to absorb what is happening.<br /><br />The final 20 minutes or so of One Dark Night are what make it so memorable. RayMar's telekinetic abilities are used to open old graves in the mausoleum, pull the coffins out, open them and move the corpses around. Attention was afforded to great detail in the final scenes. The rotting, worm-riddled corpses look quite real.",positive
"I think this cartoon is one of the worst cartoons I have ever watched. I would recommend this cartoon to people who are under 5. I did used to like this show when I was 4 and 5, I still only watched it when there was nothing on. Now I am other 5 and I would rather do my homework than watch it. The cartoon used to be a bit funny but they were not enough to make me burst out laughing. Now I am older I am interested in show witch are not rated Us. I have started to watch Doctor Who (12A), Torchwood (15) and Sarah Jane Adventures (PG). I am interested in things to do with Doctor Who so I am not interested in 5 year old cartoons. This cartoon didn't last very long it only had 6 seasons, it got cancelled because of it was low on viewers but some people say it was because the writers ran out of ideas but for most other shows they have at least 8 seasons.",negative
"This is one of three 80's movies that I can think of that were sadly overlooked at the time and unfortunately, still overlooked. One of the others was Clownhouse directed by Victor Salva, a movie horribly overlook due to Salva's legal/sexual problems. Another would be Cameron's Closet which strikes me as somewhat underrated--not great, but not nearly as bad as the reviews I've seen. Paper House is well worth your time and I think that it is one of those very quiet films that will just stick in your brain for far longer than you might think. I mean, 10 years after I've seen it and I still give it some pause, whereas something that I might have seen 6 months ago has gone into the ether.",positive
"First off, I saw another reviewer said this movie was ""fantastic"". Well nothing could be further from the truth! This movie is complete garbage!!! A moronic horror comedy that is NOT even slightly funny!! Don't take that mean that it's so bad that it's good because it's not. It's a total waste of time and money!<br /><br />Here's what I see in this waste of a DVD. A group of friends get together on a weekend, get drunk and then decide to make a backyard video. They grab Mom and Dad's video camera and start coming up with scenes on the spot. They all get a big kick out of watching themselves mug for the camera. They figure, if they think it's funny then everyone will think it's funny. Well, they're wrong. This backyard home video is garbage. The ""acting"" and comedic gore effects are lousy but I guess that's to be expected since this is nothing more then a home video.<br /><br />On the bright side, I guess the fact that this crap got out there gives hope to anyone out there who wants to make a movie. If these people could get their movie made and released on DVD then anyone can!<br /><br />0/10-- Save your money.",negative
